time_s,dur_5_ms,dur_25_ms,dur_100_ms,dur_250_ms
0.083563,1.000000,1.000000,0.835826,0.334320
0.083583,1.000000,1.000000,0.836035,0.334403
0.083604,1.000000,1.000000,0.836243,0.334486
0.083625,1.000000,1.000000,0.836451,0.334570
0.083646,1.000000,1.000000,0.836660,0.334653
0.083667,1.000000,1.000000,0.836868,0.334736
0.083687,1.000000,1.000000,0.837076,0.334820
0.083708,1.000000,1.000000,0.837285,0.334903
0.083729,1.000000,1.000000,0.837493,0.334986
0.083750,1.000000,1.000000,0.837701,0.335070
0.083771,1.000000,1.000000,0.837910,0.335153
0.083792,1.000000,1.000000,0.838118,0.335236
0.083812,1.000000,1.000000,0.838326,0.335320
0.083833,1.000000,1.000000,0.838535,0.335403
0.083854,1.000000,1.000000,0.838743,0.335486
0.083875,1.000000,1.000000,0.838951,0.335570
0.083896,1.000000,1.000000,0.839159,0.335653
0.083917,1.000000,1.000000,0.839368,0.335736
0.083938,1.000000,1.000000,0.839576,0.335820
0.083958,1.000000,1.000000,0.839784,0.335903
0.083979,1.000000,1.000000,0.839993,0.335986
0.084000,1.000000,1.000000,0.840201,0.336069
0.084021,1.000000,1.000000,0.840409,0.336153
0.084042,1.000000,1.000000,0.840618,0.336236
0.084063,1.000000,1.000000,0.840826,0.336319
0.084083,1.000000,1.000000,0.841034,0.336403
0.084104,1.000000,1.000000,0.841243,0.336486
0.084125,1.000000,1.000000,0.841451,0.336569
0.084146,1.000000,1.000000,0.841659,0.336653
0.084167,1.000000,1.000000,0.841868,0.336736
0.084188,1.000000,1.000000,0.842076,0.336819
0.084208,1.000000,1.000000,0.842284,0.336903
0.084229,1.000000,1.000000,0.842493,0.336986
0.084250,1.000000,1.000000,0.842701,0.337069
0.084271,1.000000,1.000000,0.842909,0.337153
0.084292,1.000000,1.000000,0.843118,0.337236
0.084312,1.000000,1.000000,0.843326,0.337319
0.084333,1.000000,1.000000,0.843534,0.337403
0.084354,1.000000,1.000000,0.843742,0.337486
0.084375,1.000000,1.000000,0.843951,0.337569
0.084396,1.000000,1.000000,0.844159,0.337653
0.084417,1.000000,1.000000,0.844367,0.337736
0.084437,1.000000,1.000000,0.844576,0.337819
0.084458,1.000000,1.000000,0.844784,0.337903
0.084479,1.000000,1.000000,0.844992,0.337986
0.084500,1.000000,1.000000,0.845201,0.338069
0.084521,1.000000,1.000000,0.845409,0.338153
0.084542,1.000000,1.000000,0.845617,0.338236
0.084563,1.000000,1.000000,0.845826,0.338319
0.084583,1.000000,1.000000,0.846034,0.338403
0.084604,1.000000,1.000000,0.846242,0.338486
0.084625,1.000000,1.000000,0.846451,0.338569
0.084646,1.000000,1.000000,0.846659,0.338653
0.084667,1.000000,1.000000,0.846867,0.338736
0.084688,1.000000,1.000000,0.847076,0.338819
0.084708,1.000000,1.000000,0.847284,0.338903
0.084729,1.000000,1.000000,0.847492,0.338986
0.084750,1.000000,1.000000,0.847701,0.339069
0.084771,1.000000,1.000000,0.847909,0.339153
0.084792,1.000000,1.000000,0.848117,0.339236
0.084812,1.000000,1.000000,0.848325,0.339319
0.084833,1.000000,1.000000,0.848534,0.339403
0.084854,1.000000,1.000000,0.848742,0.339486
0.084875,1.000000,1.000000,0.848950,0.339569
0.084896,1.000000,1.000000,0.849159,0.339653
0.084917,1.000000,1.000000,0.849367,0.339736
0.084937,1.000000,1.000000,0.849575,0.339819
0.084958,1.000000,1.000000,0.849784,0.339903
0.084979,1.000000,1.000000,0.849992,0.339986
0.085000,1.000000,1.000000,0.850200,0.340069
0.085021,1.000000,1.000000,0.850409,0.340153
0.085042,1.000000,1.000000,0.850617,0.340236
0.085062,1.000000,1.000000,0.850825,0.340319
0.085083,1.000000,1.000000,0.851034,0.340403
0.085104,1.000000,1.000000,0.851242,0.340486
0.085125,1.000000,1.000000,0.851450,0.340569
0.085146,1.000000,1.000000,0.851659,0.340652
0.085167,1.000000,1.000000,0.851867,0.340736
0.085188,1.000000,1.000000,0.852075,0.340819
0.085208,1.000000,1.000000,0.852284,0.340902
0.085229,1.000000,1.000000,0.852492,0.340986
0.085250,1.000000,1.000000,0.852700,0.341069
0.085271,1.000000,1.000000,0.852908,0.341152
0.085292,1.000000,1.000000,0.853117,0.341236
0.085313,1.000000,1.000000,0.853325,0.341319
0.085333,1.000000,1.000000,0.853533,0.341402
0.085354,1.000000,1.000000,0.853742,0.341486
0.085375,1.000000,1.000000,0.853950,0.341569
0.085396,1.000000,1.000000,0.854158,0.341652
0.085417,1.000000,1.000000,0.854367,0.341736
0.085437,1.000000,1.000000,0.854575,0.341819
0.085458,1.000000,1.000000,0.854783,0.341902
0.085479,1.000000,1.000000,0.854992,0.341986
0.085500,1.000000,1.000000,0.855200,0.342069
0.085521,1.000000,1.000000,0.855408,0.342152
0.085542,1.000000,1.000000,0.855617,0.342236
0.085562,1.000000,1.000000,0.855825,0.342319
0.085583,1.000000,1.000000,0.856033,0.342402
0.085604,1.000000,1.000000,0.856242,0.342486
0.085625,1.000000,1.000000,0.856450,0.342569
0.085646,1.000000,1.000000,0.856658,0.342652
0.085667,1.000000,1.000000,0.856867,0.342736
0.085688,1.000000,1.000000,0.857075,0.342819
0.085708,1.000000,1.000000,0.857283,0.342902
0.085729,1.000000,1.000000,0.857491,0.342986
0.085750,1.000000,1.000000,0.857700,0.343069
0.085771,1.000000,1.000000,0.857908,0.343152
0.085792,1.000000,1.000000,0.858116,0.343236
0.085813,1.000000,1.000000,0.858325,0.343319
0.085833,1.000000,1.000000,0.858533,0.343402
0.085854,1.000000,1.000000,0.858741,0.343486
0.085875,1.000000,1.000000,0.858950,0.343569
0.085896,1.000000,1.000000,0.859158,0.343652
0.085917,1.000000,1.000000,0.859366,0.343736
0.085938,1.000000,1.000000,0.859575,0.343819
0.085958,1.000000,1.000000,0.859783,0.343902
0.085979,1.000000,1.000000,0.859991,0.343986
0.086000,1.000000,1.000000,0.860200,0.344069
0.086021,1.000000,1.000000,0.860408,0.344152
0.086042,1.000000,1.000000,0.860616,0.344236
0.086062,1.000000,1.000000,0.860825,0.344319
0.086083,1.000000,1.000000,0.861033,0.344402
0.086104,1.000000,1.000000,0.861241,0.344486
0.086125,1.000000,1.000000,0.861450,0.344569
0.086146,1.000000,1.000000,0.861658,0.344652
0.086167,1.000000,1.000000,0.861866,0.344736
0.086187,1.000000,1.000000,0.862074,0.344819
0.086208,1.000000,1.000000,0.862283,0.344902
0.086229,1.000000,1.000000,0.862491,0.344986
0.086250,1.000000,1.000000,0.862699,0.345069
0.086271,1.000000,1.000000,0.862908,0.345152
0.086292,1.000000,1.000000,0.863116,0.345235
0.086313,1.000000,1.000000,0.863324,0.345319
0.086333,1.000000,1.000000,0.863533,0.345402
0.086354,1.000000,1.000000,0.863741,0.345485
0.086375,1.000000,1.000000,0.863949,0.345569
0.086396,1.000000,1.000000,0.864158,0.345652
0.086417,1.000000,1.000000,0.864366,0.345735
0.086438,1.000000,1.000000,0.864574,0.345819
0.086458,1.000000,1.000000,0.864783,0.345902
0.086479,1.000000,1.000000,0.864991,0.345985
0.086500,1.000000,1.000000,0.865199,0.346069
0.086521,1.000000,1.000000,0.865408,0.346152
0.086542,1.000000,1.000000,0.865616,0.346235
0.086562,1.000000,1.000000,0.865824,0.346319
0.086583,1.000000,1.000000,0.866033,0.346402
0.086604,1.000000,1.000000,0.866241,0.346485
0.086625,1.000000,1.000000,0.866449,0.346569
0.086646,1.000000,1.000000,0.866657,0.346652
0.086667,1.000000,1.000000,0.866866,0.346735
0.086687,1.000000,1.000000,0.867074,0.346819
0.086708,1.000000,1.000000,0.867282,0.346902
0.086729,1.000000,1.000000,0.867491,0.346985
0.086750,1.000000,1.000000,0.867699,0.347069
0.086771,1.000000,1.000000,0.867907,0.347152
0.086792,1.000000,1.000000,0.868116,0.347235
0.086813,1.000000,1.000000,0.868324,0.347319
0.086833,1.000000,1.000000,0.868532,0.347402
0.086854,1.000000,1.000000,0.868741,0.347485
0.086875,1.000000,1.000000,0.868949,0.347569
0.086896,1.000000,1.000000,0.869157,0.347652
0.086917,1.000000,1.000000,0.869366,0.347735
0.086938,1.000000,1.000000,0.869574,0.347819
0.086958,1.000000,1.000000,0.869782,0.347902
0.086979,1.000000,1.000000,0.869991,0.347985
0.087000,1.000000,1.000000,0.870199,0.348069
0.087021,1.000000,1.000000,0.870407,0.348152
0.087042,1.000000,1.000000,0.870616,0.348235
0.087063,1.000000,1.000000,0.870824,0.348319
0.087083,1.000000,1.000000,0.871032,0.348402
0.087104,1.000000,1.000000,0.871240,0.348485
0.087125,1.000000,1.000000,0.871449,0.348569
0.087146,1.000000,1.000000,0.871657,0.348652
0.087167,1.000000,1.000000,0.871865,0.348735
0.087187,1.000000,1.000000,0.872074,0.348819
0.087208,1.000000,1.000000,0.872282,0.348902
0.087229,1.000000,1.000000,0.872490,0.348985
0.087250,1.000000,1.000000,0.872699,0.349069
0.087271,1.000000,1.000000,0.872907,0.349152
0.087292,1.000000,1.000000,0.873115,0.349235
0.087312,1.000000,1.000000,0.873324,0.349319
0.087333,1.000000,1.000000,0.873532,0.349402
0.087354,1.000000,1.000000,0.873740,0.349485
0.087375,1.000000,1.000000,0.873949,0.349569
0.087396,1.000000,1.000000,0.874157,0.349652
0.087417,1.000000,1.000000,0.874365,0.349735
0.087438,1.000000,1.000000,0.874574,0.349818
0.087458,1.000000,1.000000,0.874782,0.349902
0.087479,1.000000,1.000000,0.874990,0.349985
0.087500,1.000000,1.000000,0.875199,0.350068
0.087521,1.000000,1.000000,0.875407,0.350152
0.087542,1.000000,1.000000,0.875615,0.350235
0.087563,1.000000,1.000000,0.875823,0.350318
0.087583,1.000000,1.000000,0.876032,0.350402
0.087604,1.000000,1.000000,0.876240,0.350485
0.087625,1.000000,1.000000,0.876448,0.350568
0.087646,1.000000,1.000000,0.876657,0.350652
0.087667,1.000000,1.000000,0.876865,0.350735
0.087687,1.000000,1.000000,0.877073,0.350818
0.087708,1.000000,1.000000,0.877282,0.350902
0.087729,1.000000,1.000000,0.877490,0.350985
0.087750,1.000000,1.000000,0.877698,0.351068
0.087771,1.000000,1.000000,0.877907,0.351152
0.087792,1.000000,1.000000,0.878115,0.351235
0.087812,1.000000,1.000000,0.878323,0.351318
0.087833,1.000000,1.000000,0.878532,0.351402
0.087854,1.000000,1.000000,0.878740,0.351485
0.087875,1.000000,1.000000,0.878948,0.351568
0.087896,1.000000,1.000000,0.879157,0.351652
0.087917,1.000000,1.000000,0.879365,0.351735
0.087937,1.000000,1.000000,0.879573,0.351818
0.087958,1.000000,1.000000,0.879782,0.351902
0.087979,1.000000,1.000000,0.879990,0.351985
0.088000,1.000000,1.000000,0.880198,0.352068
0.088021,1.000000,1.000000,0.880406,0.352152
0.088042,1.000000,1.000000,0.880615,0.352235
0.088063,1.000000,1.000000,0.880823,0.352318
0.088083,1.000000,1.000000,0.881031,0.352402
0.088104,1.000000,1.000000,0.881240,0.352485
0.088125,1.000000,1.000000,0.881448,0.352568
0.088146,1.000000,1.000000,0.881656,0.352652
0.088167,1.000000,1.000000,0.881865,0.352735
0.088188,1.000000,1.000000,0.882073,0.352818
0.088208,1.000000,1.000000,0.882281,0.352902
0.088229,1.000000,1.000000,0.882490,0.352985
0.088250,1.000000,1.000000,0.882698,0.353068
0.088271,1.000000,1.000000,0.882906,0.353152
0.088292,1.000000,1.000000,0.883115,0.353235
0.088312,1.000000,1.000000,0.883323,0.353318
0.088333,1.000000,1.000000,0.883531,0.353402
0.088354,1.000000,1.000000,0.883740,0.353485
0.088375,1.000000,1.000000,0.883948,0.353568
0.088396,1.000000,1.000000,0.884156,0.353652
0.088417,1.000000,1.000000,0.884365,0.353735
0.088437,1.000000,1.000000,0.884573,0.353818
0.088458,1.000000,1.000000,0.884781,0.353902
0.088479,1.000000,1.000000,0.884990,0.353985
0.088500,1.000000,1.000000,0.885198,0.354068
0.088521,1.000000,1.000000,0.885406,0.354152
0.088542,1.000000,1.000000,0.885614,0.354235
0.088563,1.000000,1.000000,0.885823,0.354318
0.088583,1.000000,1.000000,0.886031,0.354401
0.088604,1.000000,1.000000,0.886239,0.354485
0.088625,1.000000,1.000000,0.886448,0.354568
0.088646,1.000000,1.000000,0.886656,0.354651
0.088667,1.000000,1.000000,0.886864,0.354735
0.088688,1.000000,1.000000,0.887073,0.354818
0.088708,1.000000,1.000000,0.887281,0.354901
0.088729,1.000000,1.000000,0.887489,0.354985
0.088750,1.000000,1.000000,0.887698,0.355068
0.088771,1.000000,1.000000,0.887906,0.355151
0.088792,1.000000,1.000000,0.888114,0.355235
0.088813,1.000000,1.000000,0.888323,0.355318
0.088833,1.000000,1.000000,0.888531,0.355401
0.088854,1.000000,1.000000,0.888739,0.355485
0.088875,1.000000,1.000000,0.888948,0.355568
0.088896,1.000000,1.000000,0.889156,0.355651
0.088917,1.000000,1.000000,0.889364,0.355735
0.088937,1.000000,1.000000,0.889573,0.355818
0.088958,1.000000,1.000000,0.889781,0.355901
0.088979,1.000000,1.000000,0.889989,0.355985
0.089000,1.000000,1.000000,0.890197,0.356068
0.089021,1.000000,1.000000,0.890406,0.356151
0.089042,1.000000,1.000000,0.890614,0.356235
0.089062,1.000000,1.000000,0.890822,0.356318
0.089083,1.000000,1.000000,0.891031,0.356401
0.089104,1.000000,1.000000,0.891239,0.356485
0.089125,1.000000,1.000000,0.891447,0.356568
0.089146,1.000000,1.000000,0.891656,0.356651
0.089167,1.000000,1.000000,0.891864,0.356735
0.089188,1.000000,1.000000,0.892072,0.356818
0.089208,1.000000,1.000000,0.892281,0.356901
0.089229,1.000000,1.000000,0.892489,0.356985
0.089250,1.000000,1.000000,0.892697,0.357068
0.089271,1.000000,1.000000,0.892906,0.357151
0.089292,1.000000,1.000000,0.893114,0.357235
0.089313,1.000000,1.000000,0.893322,0.357318
0.089333,1.000000,1.000000,0.893531,0.357401
0.089354,1.000000,1.000000,0.893739,0.357485
0.089375,1.000000,1.000000,0.893947,0.357568
0.089396,1.000000,1.000000,0.894156,0.357651
0.089417,1.000000,1.000000,0.894364,0.357735
0.089437,1.000000,1.000000,0.894572,0.357818
0.089458,1.000000,1.000000,0.894780,0.357901
0.089479,1.000000,1.000000,0.894989,0.357985
0.089500,1.000000,1.000000,0.895197,0.358068
0.089521,1.000000,1.000000,0.895405,0.358151
0.089542,1.000000,1.000000,0.895614,0.358235
0.089562,1.000000,1.000000,0.895822,0.358318
0.089583,1.000000,1.000000,0.896030,0.358401
0.089604,1.000000,1.000000,0.896239,0.358485
0.089625,1.000000,1.000000,0.896447,0.358568
0.089646,1.000000,1.000000,0.896655,0.358651
0.089667,1.000000,1.000000,0.896864,0.358735
0.089687,1.000000,1.000000,0.897072,0.358818
0.089708,1.000000,1.000000,0.897280,0.358901
0.089729,1.000000,1.000000,0.897489,0.358985
0.089750,1.000000,1.000000,0.897697,0.359068
0.089771,1.000000,1.000000,0.897905,0.359151
0.089792,1.000000,1.000000,0.898114,0.359234
0.089813,1.000000,1.000000,0.898322,0.359318
0.089833,1.000000,1.000000,0.898530,0.359401
0.089854,1.000000,1.000000,0.898739,0.359484
0.089875,1.000000,1.000000,0.898947,0.359568
0.089896,1.000000,1.000000,0.899155,0.359651
0.089917,1.000000,1.000000,0.899363,0.359734
0.089938,1.000000,1.000000,0.899572,0.359818
0.089958,1.000000,1.000000,0.899780,0.359901
0.089979,1.000000,1.000000,0.899988,0.359984
0.090000,1.000000,1.000000,0.900197,0.360068
0.090021,1.000000,1.000000,0.900405,0.360151
0.090042,1.000000,1.000000,0.900613,0.360234
0.090062,1.000000,1.000000,0.900822,0.360318
0.090083,1.000000,1.000000,0.901030,0.360401
0.090104,1.000000,1.000000,0.901238,0.360484
0.090125,1.000000,1.000000,0.901447,0.360568
0.090146,1.000000,1.000000,0.901655,0.360651
0.090167,1.000000,1.000000,0.901863,0.360734
0.090187,1.000000,1.000000,0.902072,0.360818
0.090208,1.000000,1.000000,0.902280,0.360901
0.090229,1.000000,1.000000,0.902488,0.360984
0.090250,1.000000,1.000000,0.902697,0.361068
0.090271,1.000000,1.000000,0.902905,0.361151
0.090292,1.000000,1.000000,0.903113,0.361234
0.090313,1.000000,1.000000,0.903322,0.361318
0.090333,1.000000,1.000000,0.903530,0.361401
0.090354,1.000000,1.000000,0.903738,0.361484
0.090375,1.000000,1.000000,0.903946,0.361568
0.090396,1.000000,1.000000,0.904155,0.361651
0.090417,1.000000,1.000000,0.904363,0.361734
0.090438,1.000000,1.000000,0.904571,0.361818
0.090458,1.000000,1.000000,0.904780,0.361901
0.090479,1.000000,1.000000,0.904988,0.361984
0.090500,1.000000,1.000000,0.905196,0.362068
0.090521,1.000000,1.000000,0.905405,0.362151
0.090542,1.000000,1.000000,0.905613,0.362234
0.090563,1.000000,1.000000,0.905821,0.362318
0.090583,1.000000,1.000000,0.906030,0.362401
0.090604,1.000000,1.000000,0.906238,0.362484
0.090625,1.000000,1.000000,0.906446,0.362568
0.090646,1.000000,1.000000,0.906655,0.362651
0.090667,1.000000,1.000000,0.906863,0.362734
0.090687,1.000000,1.000000,0.907071,0.362818
0.090708,1.000000,1.000000,0.907280,0.362901
0.090729,1.000000,1.000000,0.907488,0.362984
0.090750,1.000000,1.000000,0.907696,0.363068
0.090771,1.000000,1.000000,0.907905,0.363151
0.090792,1.000000,1.000000,0.908113,0.363234
0.090812,1.000000,1.000000,0.908321,0.363318
0.090833,1.000000,1.000000,0.908529,0.363401
0.090854,1.000000,1.000000,0.908738,0.363484
0.090875,1.000000,1.000000,0.908946,0.363568
0.090896,1.000000,1.000000,0.909154,0.363651
0.090917,1.000000,1.000000,0.909363,0.363734
0.090938,1.000000,1.000000,0.909571,0.363817
0.090958,1.000000,1.000000,0.909779,0.363901
0.090979,1.000000,1.000000,0.909988,0.363984
0.091000,1.000000,1.000000,0.910196,0.364067
0.091021,1.000000,1.000000,0.910404,0.364151
0.091042,1.000000,1.000000,0.910613,0.364234
0.091063,1.000000,1.000000,0.910821,0.364317
0.091083,1.000000,1.000000,0.911029,0.364401
0.091104,1.000000,1.000000,0.911238,0.364484
0.091125,1.000000,1.000000,0.911446,0.364567
0.091146,1.000000,1.000000,0.911654,0.364651
0.091167,1.000000,1.000000,0.911863,0.364734
0.091187,1.000000,1.000000,0.912071,0.364817
0.091208,1.000000,1.000000,0.912279,0.364901
0.091229,1.000000,1.000000,0.912488,0.364984
0.091250,1.000000,1.000000,0.912696,0.365067
0.091271,1.000000,1.000000,0.912904,0.365151
0.091292,1.000000,1.000000,0.913112,0.365234
0.091312,1.000000,1.000000,0.913321,0.365317
0.091333,1.000000,1.000000,0.913529,0.365401
0.091354,1.000000,1.000000,0.913737,0.365484
0.091375,1.000000,1.000000,0.913946,0.365567
0.091396,1.000000,1.000000,0.914154,0.365651
0.091417,1.000000,1.000000,0.914362,0.365734
0.091438,1.000000,1.000000,0.914571,0.365817
0.091458,1.000000,1.000000,0.914779,0.365901
0.091479,1.000000,1.000000,0.914987,0.365984
0.091500,1.000000,1.000000,0.915196,0.366067
0.091521,1.000000,1.000000,0.915404,0.366151
0.091542,1.000000,1.000000,0.915612,0.366234
0.091563,1.000000,1.000000,0.915821,0.366317
0.091583,1.000000,1.000000,0.916029,0.366401
0.091604,1.000000,1.000000,0.916237,0.366484
0.091625,1.000000,1.000000,0.916446,0.366567
0.091646,1.000000,1.000000,0.916654,0.366651
0.091667,1.000000,1.000000,0.916862,0.366734
0.091688,1.000000,1.000000,0.917071,0.366817
0.091708,1.000000,1.000000,0.917279,0.366901
0.091729,1.000000,1.000000,0.917487,0.366984
0.091750,1.000000,1.000000,0.917695,0.367067
0.091771,1.000000,1.000000,0.917904,0.367151
0.091792,1.000000,1.000000,0.918112,0.367234
0.091812,1.000000,1.000000,0.918320,0.367317
0.091833,1.000000,1.000000,0.918529,0.367401
0.091854,1.000000,1.000000,0.918737,0.367484
0.091875,1.000000,1.000000,0.918945,0.367567
0.091896,1.000000,1.000000,0.919154,0.367651
0.091917,1.000000,1.000000,0.919362,0.367734
0.091937,1.000000,1.000000,0.919570,0.367817
0.091958,1.000000,1.000000,0.919779,0.367901
0.091979,1.000000,1.000000,0.919987,0.367984
0.092000,1.000000,1.000000,0.920195,0.368067
0.092021,1.000000,1.000000,0.920404,0.368151
0.092042,1.000000,1.000000,0.920612,0.368234
0.092063,1.000000,1.000000,0.920820,0.368317
0.092083,1.000000,1.000000,0.921029,0.368400
0.092104,1.000000,1.000000,0.921237,0.368484
0.092125,1.000000,1.000000,0.921445,0.368567
0.092146,1.000000,1.000000,0.921654,0.368650
0.092167,1.000000,1.000000,0.921862,0.368734
0.092188,1.000000,1.000000,0.922070,0.368817
0.092208,1.000000,1.000000,0.922278,0.368900
0.092229,1.000000,1.000000,0.922487,0.368984
0.092250,1.000000,1.000000,0.922695,0.369067
0.092271,1.000000,1.000000,0.922903,0.369150
0.092292,1.000000,1.000000,0.923112,0.369234
0.092312,1.000000,1.000000,0.923320,0.369317
0.092333,1.000000,1.000000,0.923528,0.369400
0.092354,1.000000,1.000000,0.923737,0.369484
0.092375,1.000000,1.000000,0.923945,0.369567
0.092396,1.000000,1.000000,0.924153,0.369650
0.092417,1.000000,1.000000,0.924362,0.369734
0.092437,1.000000,1.000000,0.924570,0.369817
0.092458,1.000000,1.000000,0.924778,0.369900
0.092479,1.000000,1.000000,0.924987,0.369984
0.092500,1.000000,1.000000,0.925195,0.370067
0.092521,1.000000,1.000000,0.925403,0.370150
0.092542,1.000000,1.000000,0.925612,0.370234
0.092562,1.000000,1.000000,0.925820,0.370317
0.092583,1.000000,1.000000,0.926028,0.370400
0.092604,1.000000,1.000000,0.926237,0.370484
0.092625,1.000000,1.000000,0.926445,0.370567
0.092646,1.000000,1.000000,0.926653,0.370650
0.092667,1.000000,1.000000,0.926861,0.370734
0.092688,1.000000,1.000000,0.927070,0.370817
0.092708,1.000000,1.000000,0.927278,0.370900
0.092729,1.000000,1.000000,0.927486,0.370984
0.092750,1.000000,1.000000,0.927695,0.371067
0.092771,1.000000,1.000000,0.927903,0.371150
0.092792,1.000000,1.000000,0.928111,0.371234
0.092813,1.000000,1.000000,0.928320,0.371317
0.092833,1.000000,1.000000,0.928528,0.371400
0.092854,1.000000,1.000000,0.928736,0.371484
0.092875,1.000000,1.000000,0.928945,0.371567
0.092896,1.000000,1.000000,0.929153,0.371650
0.092917,1.000000,1.000000,0.929361,0.371734
0.092937,1.000000,1.000000,0.929570,0.371817
0.092958,1.000000,1.000000,0.929778,0.371900
0.092979,1.000000,1.000000,0.929986,0.371984
0.093000,1.000000,1.000000,0.930195,0.372067
0.093021,1.000000,1.000000,0.930403,0.372150
0.093042,1.000000,1.000000,0.930611,0.372234
0.093062,1.000000,1.000000,0.930820,0.372317
0.093083,1.000000,1.000000,0.931028,0.372400
0.093104,1.000000,1.000000,0.931236,0.372484
0.093125,1.000000,1.000000,0.931444,0.372567
0.093146,1.000000,1.000000,0.931653,0.372650
0.093167,1.000000,1.000000,0.931861,0.372734
0.093188,1.000000,1.000000,0.932069,0.372817
0.093208,1.000000,1.000000,0.932278,0.372900
0.093229,1.000000,1.000000,0.932486,0.372983
0.093250,1.000000,1.000000,0.932694,0.373067
0.093271,1.000000,1.000000,0.932903,0.373150
0.093292,1.000000,1.000000,0.933111,0.373233
0.093313,1.000000,1.000000,0.933319,0.373317
0.093333,1.000000,1.000000,0.933528,0.373400
0.093354,1.000000,1.000000,0.933736,0.373483
0.093375,1.000000,1.000000,0.933944,0.373567
0.093396,1.000000,1.000000,0.934153,0.373650
0.093417,1.000000,1.000000,0.934361,0.373733
0.093438,1.000000,1.000000,0.934569,0.373817
0.093458,1.000000,1.000000,0.934778,0.373900
0.093479,1.000000,1.000000,0.934986,0.373983
0.093500,1.000000,1.000000,0.935194,0.374067
0.093521,1.000000,1.000000,0.935403,0.374150
0.093542,1.000000,1.000000,0.935611,0.374233
0.093562,1.000000,1.000000,0.935819,0.374317
0.093583,1.000000,1.000000,0.936027,0.374400
0.093604,1.000000,1.000000,0.936236,0.374483
0.093625,1.000000,1.000000,0.936444,0.374567
0.093646,1.000000,1.000000,0.936652,0.374650
0.093667,1.000000,1.000000,0.936861,0.374733
0.093687,1.000000,1.000000,0.937069,0.374817
0.093708,1.000000,1.000000,0.937277,0.374900
0.093729,1.000000,1.000000,0.937486,0.374983
0.093750,1.000000,1.000000,0.937694,0.375067
0.093771,1.000000,1.000000,0.937902,0.375150
0.093792,1.000000,1.000000,0.938111,0.375233
0.093813,1.000000,1.000000,0.938319,0.375317
0.093833,1.000000,1.000000,0.938527,0.375400
0.093854,1.000000,1.000000,0.938736,0.375483
0.093875,1.000000,1.000000,0.938944,0.375567
0.093896,1.000000,1.000000,0.939152,0.375650
0.093917,1.000000,1.000000,0.939361,0.375733
0.093938,1.000000,1.000000,0.939569,0.375817
0.093958,1.000000,1.000000,0.939777,0.375900
0.093979,1.000000,1.000000,0.939986,0.375983
0.094000,1.000000,1.000000,0.940194,0.376067
0.094021,1.000000,1.000000,0.940402,0.376150
0.094042,1.000000,1.000000,0.940610,0.376233
0.094062,1.000000,1.000000,0.940819,0.376317
0.094083,1.000000,1.000000,0.941027,0.376400
0.094104,1.000000,1.000000,0.941235,0.376483
0.094125,1.000000,1.000000,0.941444,0.376567
0.094146,1.000000,1.000000,0.941652,0.376650
0.094167,1.000000,1.000000,0.941860,0.376733
0.094187,1.000000,1.000000,0.942069,0.376817
0.094208,1.000000,1.000000,0.942277,0.376900
0.094229,1.000000,1.000000,0.942485,0.376983
0.094250,1.000000,1.000000,0.942694,0.377067
0.094271,1.000000,1.000000,0.942902,0.377150
0.094292,1.000000,1.000000,0.943110,0.377233
0.094312,1.000000,1.000000,0.943319,0.377317
0.094333,1.000000,1.000000,0.943527,0.377400
0.094354,1.000000,1.000000,0.943735,0.377483
0.094375,1.000000,1.000000,0.943944,0.377566
0.094396,1.000000,1.000000,0.944152,0.377650
0.094417,1.000000,1.000000,0.944360,0.377733
0.094438,1.000000,1.000000,0.944569,0.377816
0.094458,1.000000,1.000000,0.944777,0.377900
0.094479,1.000000,1.000000,0.944985,0.377983
0.094500,1.000000,1.000000,0.945193,0.378066
0.094521,1.000000,1.000000,0.945402,0.378150
0.094542,1.000000,1.000000,0.945610,0.378233
0.094563,1.000000,1.000000,0.945818,0.378316
0.094583,1.000000,1.000000,0.946027,0.378400
0.094604,1.000000,1.000000,0.946235,0.378483
0.094625,1.000000,1.000000,0.946443,0.378566
0.094646,1.000000,1.000000,0.946652,0.378650
0.094667,1.000000,1.000000,0.946860,0.378733
0.094687,1.000000,1.000000,0.947068,0.378816
0.094708,1.000000,1.000000,0.947277,0.378900
0.094729,1.000000,1.000000,0.947485,0.378983
0.094750,1.000000,1.000000,0.947693,0.379066
0.094771,1.000000,1.000000,0.947902,0.379150
0.094792,1.000000,1.000000,0.948110,0.379233
0.094812,1.000000,1.000000,0.948318,0.379316
0.094833,1.000000,1.000000,0.948527,0.379400
0.094854,1.000000,1.000000,0.948735,0.379483
0.094875,1.000000,1.000000,0.948943,0.379566
0.094896,1.000000,1.000000,0.949152,0.379650
0.094917,1.000000,1.000000,0.949360,0.379733
0.094938,1.000000,1.000000,0.949568,0.379816
0.094958,1.000000,1.000000,0.949776,0.379900
0.094979,1.000000,1.000000,0.949985,0.379983
0.095000,1.000000,1.000000,0.950193,0.380066
0.095021,1.000000,1.000000,0.950401,0.380150
0.095042,1.000000,1.000000,0.950610,0.380233
0.095063,1.000000,1.000000,0.950818,0.380316
0.095083,1.000000,1.000000,0.951026,0.380400
0.095104,1.000000,1.000000,0.951235,0.380483
0.095125,1.000000,1.000000,0.951443,0.380566
0.095146,1.000000,1.000000,0.951651,0.380650
0.095167,1.000000,1.000000,0.951860,0.380733
