time_s,dur_5_ms,dur_25_ms,dur_100_ms,dur_250_ms
0.211688,1.000000,1.000000,1.000000,0.846783
0.211708,1.000000,1.000000,1.000000,0.846866
0.211729,1.000000,1.000000,1.000000,0.846949
0.211750,1.000000,1.000000,1.000000,0.847032
0.211771,1.000000,1.000000,1.000000,0.847116
0.211792,1.000000,1.000000,1.000000,0.847199
0.211812,1.000000,1.000000,1.000000,0.847282
0.211833,1.000000,1.000000,1.000000,0.847366
0.211854,1.000000,1.000000,1.000000,0.847449
0.211875,1.000000,1.000000,1.000000,0.847532
0.211896,1.000000,1.000000,1.000000,0.847616
0.211917,1.000000,1.000000,1.000000,0.847699
0.211938,1.000000,1.000000,1.000000,0.847782
0.211958,1.000000,1.000000,1.000000,0.847866
0.211979,1.000000,1.000000,1.000000,0.847949
0.212000,1.000000,1.000000,1.000000,0.848032
0.212021,1.000000,1.000000,1.000000,0.848116
0.212042,1.000000,1.000000,1.000000,0.848199
0.212062,1.000000,1.000000,1.000000,0.848282
0.212083,1.000000,1.000000,1.000000,0.848366
0.212104,1.000000,1.000000,1.000000,0.848449
0.212125,1.000000,1.000000,1.000000,0.848532
0.212146,1.000000,1.000000,1.000000,0.848616
0.212167,1.000000,1.000000,1.000000,0.848699
0.212187,1.000000,1.000000,1.000000,0.848782
0.212208,1.000000,1.000000,1.000000,0.848866
0.212229,1.000000,1.000000,1.000000,0.848949
0.212250,1.000000,1.000000,1.000000,0.849032
0.212271,1.000000,1.000000,1.000000,0.849116
0.212292,1.000000,1.000000,1.000000,0.849199
0.212313,1.000000,1.000000,1.000000,0.849282
0.212333,1.000000,1.000000,1.000000,0.849366
0.212354,1.000000,1.000000,1.000000,0.849449
0.212375,1.000000,1.000000,1.000000,0.849532
0.212396,1.000000,1.000000,1.000000,0.849616
0.212417,1.000000,1.000000,1.000000,0.849699
0.212437,1.000000,1.000000,1.000000,0.849782
0.212458,1.000000,1.000000,1.000000,0.849866
0.212479,1.000000,1.000000,1.000000,0.849949
0.212500,1.000000,1.000000,1.000000,0.850032
0.212521,1.000000,1.000000,1.000000,0.850116
0.212542,1.000000,1.000000,1.000000,0.850199
0.212563,1.000000,1.000000,1.000000,0.850282
0.212583,1.000000,1.000000,1.000000,0.850366
0.212604,1.000000,1.000000,1.000000,0.850449
0.212625,1.000000,1.000000,1.000000,0.850532
0.212646,1.000000,1.000000,1.000000,0.850616
0.212667,1.000000,1.000000,1.000000,0.850699
0.212688,1.000000,1.000000,1.000000,0.850782
0.212708,1.000000,1.000000,1.000000,0.850866
0.212729,1.000000,1.000000,1.000000,0.850949
0.212750,1.000000,1.000000,1.000000,0.851032
0.212771,1.000000,1.000000,1.000000,0.851116
0.212792,1.000000,1.000000,1.000000,0.851199
0.212812,1.000000,1.000000,1.000000,0.851282
0.212833,1.000000,1.000000,1.000000,0.851366
0.212854,1.000000,1.000000,1.000000,0.851449
0.212875,1.000000,1.000000,1.000000,0.851532
0.212896,1.000000,1.000000,1.000000,0.851615
0.212917,1.000000,1.000000,1.000000,0.851699
0.212938,1.000000,1.000000,1.000000,0.851782
0.212958,1.000000,1.000000,1.000000,0.851865
0.212979,1.000000,1.000000,1.000000,0.851949
0.213000,1.000000,1.000000,1.000000,0.852032
0.213021,1.000000,1.000000,1.000000,0.852115
0.213042,1.000000,1.000000,1.000000,0.852199
0.213062,1.000000,1.000000,1.000000,0.852282
0.213083,1.000000,1.000000,1.000000,0.852365
0.213104,1.000000,1.000000,1.000000,0.852449
0.213125,1.000000,1.000000,1.000000,0.852532
0.213146,1.000000,1.000000,1.000000,0.852615
0.213167,1.000000,1.000000,1.000000,0.852699
0.213188,1.000000,1.000000,1.000000,0.852782
0.213208,1.000000,1.000000,1.000000,0.852865
0.213229,1.000000,1.000000,1.000000,0.852949
0.213250,1.000000,1.000000,1.000000,0.853032
0.213271,1.000000,1.000000,1.000000,0.853115
0.213292,1.000000,1.000000,1.000000,0.853199
0.213313,1.000000,1.000000,1.000000,0.853282
0.213333,1.000000,1.000000,1.000000,0.853365
0.213354,1.000000,1.000000,1.000000,0.853449
0.213375,1.000000,1.000000,1.000000,0.853532
0.213396,1.000000,1.000000,1.000000,0.853615
0.213417,1.000000,1.000000,1.000000,0.853699
0.213437,1.000000,1.000000,1.000000,0.853782
0.213458,1.000000,1.000000,1.000000,0.853865
0.213479,1.000000,1.000000,1.000000,0.853949
0.213500,1.000000,1.000000,1.000000,0.854032
0.213521,1.000000,1.000000,1.000000,0.854115
0.213542,1.000000,1.000000,1.000000,0.854199
0.213563,1.000000,1.000000,1.000000,0.854282
0.213583,1.000000,1.000000,1.000000,0.854365
0.213604,1.000000,1.000000,1.000000,0.854449
0.213625,1.000000,1.000000,1.000000,0.854532
0.213646,1.000000,1.000000,1.000000,0.854615
0.213667,1.000000,1.000000,1.000000,0.854699
0.213687,1.000000,1.000000,1.000000,0.854782
0.213708,1.000000,1.000000,1.000000,0.854865
0.213729,1.000000,1.000000,1.000000,0.854949
0.213750,1.000000,1.000000,1.000000,0.855032
0.213771,1.000000,1.000000,1.000000,0.855115
0.213792,1.000000,1.000000,1.000000,0.855199
0.213813,1.000000,1.000000,1.000000,0.855282
0.213833,1.000000,1.000000,1.000000,0.855365
0.213854,1.000000,1.000000,1.000000,0.855449
0.213875,1.000000,1.000000,1.000000,0.855532
0.213896,1.000000,1.000000,1.000000,0.855615
0.213917,1.000000,1.000000,1.000000,0.855699
0.213938,1.000000,1.000000,1.000000,0.855782
0.213958,1.000000,1.000000,1.000000,0.855865
0.213979,1.000000,1.000000,1.000000,0.855949
0.214000,1.000000,1.000000,1.000000,0.856032
0.214021,1.000000,1.000000,1.000000,0.856115
0.214042,1.000000,1.000000,1.000000,0.856198
0.214062,1.000000,1.000000,1.000000,0.856282
0.214083,1.000000,1.000000,1.000000,0.856365
0.214104,1.000000,1.000000,1.000000,0.856448
0.214125,1.000000,1.000000,1.000000,0.856532
0.214146,1.000000,1.000000,1.000000,0.856615
0.214167,1.000000,1.000000,1.000000,0.856698
0.214188,1.000000,1.000000,1.000000,0.856782
0.214208,1.000000,1.000000,1.000000,0.856865
0.214229,1.000000,1.000000,1.000000,0.856948
0.214250,1.000000,1.000000,1.000000,0.857032
0.214271,1.000000,1.000000,1.000000,0.857115
0.214292,1.000000,1.000000,1.000000,0.857198
0.214312,1.000000,1.000000,1.000000,0.857282
0.214333,1.000000,1.000000,1.000000,0.857365
0.214354,1.000000,1.000000,1.000000,0.857448
0.214375,1.000000,1.000000,1.000000,0.857532
0.214396,1.000000,1.000000,1.000000,0.857615
0.214417,1.000000,1.000000,1.000000,0.857698
0.214437,1.000000,1.000000,1.000000,0.857782
0.214458,1.000000,1.000000,1.000000,0.857865
0.214479,1.000000,1.000000,1.000000,0.857948
0.214500,1.000000,1.000000,1.000000,0.858032
0.214521,1.000000,1.000000,1.000000,0.858115
0.214542,1.000000,1.000000,1.000000,0.858198
0.214563,1.000000,1.000000,1.000000,0.858282
0.214583,1.000000,1.000000,1.000000,0.858365
0.214604,1.000000,1.000000,1.000000,0.858448
0.214625,1.000000,1.000000,1.000000,0.858532
0.214646,1.000000,1.000000,1.000000,0.858615
0.214667,1.000000,1.000000,1.000000,0.858698
0.214687,1.000000,1.000000,1.000000,0.858782
0.214708,1.000000,1.000000,1.000000,0.858865
0.214729,1.000000,1.000000,1.000000,0.858948
0.214750,1.000000,1.000000,1.000000,0.859032
0.214771,1.000000,1.000000,1.000000,0.859115
0.214792,1.000000,1.000000,1.000000,0.859198
0.214813,1.000000,1.000000,1.000000,0.859282
0.214833,1.000000,1.000000,1.000000,0.859365
0.214854,1.000000,1.000000,1.000000,0.859448
0.214875,1.000000,1.000000,1.000000,0.859532
0.214896,1.000000,1.000000,1.000000,0.859615
0.214917,1.000000,1.000000,1.000000,0.859698
0.214937,1.000000,1.000000,1.000000,0.859782
0.214958,1.000000,1.000000,1.000000,0.859865
0.214979,1.000000,1.000000,1.000000,0.859948
0.215000,1.000000,1.000000,1.000000,0.860032
0.215021,1.000000,1.000000,1.000000,0.860115
0.215042,1.000000,1.000000,1.000000,0.860198
0.215062,1.000000,1.000000,1.000000,0.860282
0.215083,1.000000,1.000000,1.000000,0.860365
0.215104,1.000000,1.000000,1.000000,0.860448
0.215125,1.000000,1.000000,1.000000,0.860532
0.215146,1.000000,1.000000,1.000000,0.860615
0.215167,1.000000,1.000000,1.000000,0.860698
0.215188,1.000000,1.000000,1.000000,0.860781
0.215208,1.000000,1.000000,1.000000,0.860865
0.215229,1.000000,1.000000,1.000000,0.860948
0.215250,1.000000,1.000000,1.000000,0.861031
0.215271,1.000000,1.000000,1.000000,0.861115
0.215292,1.000000,1.000000,1.000000,0.861198
0.215312,1.000000,1.000000,1.000000,0.861281
0.215333,1.000000,1.000000,1.000000,0.861365
0.215354,1.000000,1.000000,1.000000,0.861448
0.215375,1.000000,1.000000,1.000000,0.861531
0.215396,1.000000,1.000000,1.000000,0.861615
0.215417,1.000000,1.000000,1.000000,0.861698
0.215438,1.000000,1.000000,1.000000,0.861781
0.215458,1.000000,1.000000,1.000000,0.861865
0.215479,1.000000,1.000000,1.000000,0.861948
0.215500,1.000000,1.000000,1.000000,0.862031
0.215521,1.000000,1.000000,1.000000,0.862115
0.215542,1.000000,1.000000,1.000000,0.862198
0.215562,1.000000,1.000000,1.000000,0.862281
0.215583,1.000000,1.000000,1.000000,0.862365
0.215604,1.000000,1.000000,1.000000,0.862448
0.215625,1.000000,1.000000,1.000000,0.862531
0.215646,1.000000,1.000000,1.000000,0.862615
0.215667,1.000000,1.000000,1.000000,0.862698
0.215687,1.000000,1.000000,1.000000,0.862781
0.215708,1.000000,1.000000,1.000000,0.862865
0.215729,1.000000,1.000000,1.000000,0.862948
0.215750,1.000000,1.000000,1.000000,0.863031
0.215771,1.000000,1.000000,1.000000,0.863115
0.215792,1.000000,1.000000,1.000000,0.863198
0.215813,1.000000,1.000000,1.000000,0.863281
0.215833,1.000000,1.000000,1.000000,0.863365
0.215854,1.000000,1.000000,1.000000,0.863448
0.215875,1.000000,1.000000,1.000000,0.863531
0.215896,1.000000,1.000000,1.000000,0.863615
0.215917,1.000000,1.000000,1.000000,0.863698
0.215937,1.000000,1.000000,1.000000,0.863781
0.215958,1.000000,1.000000,1.000000,0.863865
0.215979,1.000000,1.000000,1.000000,0.863948
0.216000,1.000000,1.000000,1.000000,0.864031
0.216021,1.000000,1.000000,1.000000,0.864115
0.216042,1.000000,1.000000,1.000000,0.864198
0.216063,1.000000,1.000000,1.000000,0.864281
0.216083,1.000000,1.000000,1.000000,0.864365
0.216104,1.000000,1.000000,1.000000,0.864448
0.216125,1.000000,1.000000,1.000000,0.864531
0.216146,1.000000,1.000000,1.000000,0.864615
0.216167,1.000000,1.000000,1.000000,0.864698
0.216188,1.000000,1.000000,1.000000,0.864781
0.216208,1.000000,1.000000,1.000000,0.864865
0.216229,1.000000,1.000000,1.000000,0.864948
0.216250,1.000000,1.000000,1.000000,0.865031
0.216271,1.000000,1.000000,1.000000,0.865115
0.216292,1.000000,1.000000,1.000000,0.865198
0.216312,1.000000,1.000000,1.000000,0.865281
0.216333,1.000000,1.000000,1.000000,0.865364
0.216354,1.000000,1.000000,1.000000,0.865448
0.216375,1.000000,1.000000,1.000000,0.865531
0.216396,1.000000,1.000000,1.000000,0.865614
0.216417,1.000000,1.000000,1.000000,0.865698
0.216438,1.000000,1.000000,1.000000,0.865781
0.216458,1.000000,1.000000,1.000000,0.865864
0.216479,1.000000,1.000000,1.000000,0.865948
0.216500,1.000000,1.000000,1.000000,0.866031
0.216521,1.000000,1.000000,1.000000,0.866114
0.216542,1.000000,1.000000,1.000000,0.866198
0.216562,1.000000,1.000000,1.000000,0.866281
0.216583,1.000000,1.000000,1.000000,0.866364
0.216604,1.000000,1.000000,1.000000,0.866448
0.216625,1.000000,1.000000,1.000000,0.866531
0.216646,1.000000,1.000000,1.000000,0.866614
0.216667,1.000000,1.000000,1.000000,0.866698
0.216688,1.000000,1.000000,1.000000,0.866781
0.216708,1.000000,1.000000,1.000000,0.866864
0.216729,1.000000,1.000000,1.000000,0.866948
0.216750,1.000000,1.000000,1.000000,0.867031
0.216771,1.000000,1.000000,1.000000,0.867114
0.216792,1.000000,1.000000,1.000000,0.867198
0.216813,1.000000,1.000000,1.000000,0.867281
0.216833,1.000000,1.000000,1.000000,0.867364
0.216854,1.000000,1.000000,1.000000,0.867448
0.216875,1.000000,1.000000,1.000000,0.867531
0.216896,1.000000,1.000000,1.000000,0.867614
0.216917,1.000000,1.000000,1.000000,0.867698
0.216937,1.000000,1.000000,1.000000,0.867781
0.216958,1.000000,1.000000,1.000000,0.867864
0.216979,1.000000,1.000000,1.000000,0.867948
0.217000,1.000000,1.000000,1.000000,0.868031
0.217021,1.000000,1.000000,1.000000,0.868114
0.217042,1.000000,1.000000,1.000000,0.868198
0.217063,1.000000,1.000000,1.000000,0.868281
0.217083,1.000000,1.000000,1.000000,0.868364
0.217104,1.000000,1.000000,1.000000,0.868448
0.217125,1.000000,1.000000,1.000000,0.868531
0.217146,1.000000,1.000000,1.000000,0.868614
0.217167,1.000000,1.000000,1.000000,0.868698
0.217187,1.000000,1.000000,1.000000,0.868781
0.217208,1.000000,1.000000,1.000000,0.868864
0.217229,1.000000,1.000000,1.000000,0.868948
0.217250,1.000000,1.000000,1.000000,0.869031
0.217271,1.000000,1.000000,1.000000,0.869114
0.217292,1.000000,1.000000,1.000000,0.869198
0.217312,1.000000,1.000000,1.000000,0.869281
0.217333,1.000000,1.000000,1.000000,0.869364
0.217354,1.000000,1.000000,1.000000,0.869448
0.217375,1.000000,1.000000,1.000000,0.869531
0.217396,1.000000,1.000000,1.000000,0.869614
0.217417,1.000000,1.000000,1.000000,0.869698
0.217438,1.000000,1.000000,1.000000,0.869781
0.217458,1.000000,1.000000,1.000000,0.869864
0.217479,1.000000,1.000000,1.000000,0.869947
0.217500,1.000000,1.000000,1.000000,0.870031
0.217521,1.000000,1.000000,1.000000,0.870114
0.217542,1.000000,1.000000,1.000000,0.870197
0.217562,1.000000,1.000000,1.000000,0.870281
0.217583,1.000000,1.000000,1.000000,0.870364
0.217604,1.000000,1.000000,1.000000,0.870447
0.217625,1.000000,1.000000,1.000000,0.870531
0.217646,1.000000,1.000000,1.000000,0.870614
0.217667,1.000000,1.000000,1.000000,0.870697
0.217688,1.000000,1.000000,1.000000,0.870781
0.217708,1.000000,1.000000,1.000000,0.870864
0.217729,1.000000,1.000000,1.000000,0.870947
0.217750,1.000000,1.000000,1.000000,0.871031
0.217771,1.000000,1.000000,1.000000,0.871114
0.217792,1.000000,1.000000,1.000000,0.871197
0.217812,1.000000,1.000000,1.000000,0.871281
0.217833,1.000000,1.000000,1.000000,0.871364
0.217854,1.000000,1.000000,1.000000,0.871447
0.217875,1.000000,1.000000,1.000000,0.871531
0.217896,1.000000,1.000000,1.000000,0.871614
0.217917,1.000000,1.000000,1.000000,0.871697
0.217937,1.000000,1.000000,1.000000,0.871781
0.217958,1.000000,1.000000,1.000000,0.871864
0.217979,1.000000,1.000000,1.000000,0.871947
0.218000,1.000000,1.000000,1.000000,0.872031
0.218021,1.000000,1.000000,1.000000,0.872114
0.218042,1.000000,1.000000,1.000000,0.872197
0.218063,1.000000,1.000000,1.000000,0.872281
0.218083,1.000000,1.000000,1.000000,0.872364
0.218104,1.000000,1.000000,1.000000,0.872447
0.218125,1.000000,1.000000,1.000000,0.872531
0.218146,1.000000,1.000000,1.000000,0.872614
0.218167,1.000000,1.000000,1.000000,0.872697
0.218187,1.000000,1.000000,1.000000,0.872781
0.218208,1.000000,1.000000,1.000000,0.872864
0.218229,1.000000,1.000000,1.000000,0.872947
0.218250,1.000000,1.000000,1.000000,0.873031
0.218271,1.000000,1.000000,1.000000,0.873114
0.218292,1.000000,1.000000,1.000000,0.873197
0.218313,1.000000,1.000000,1.000000,0.873281
0.218333,1.000000,1.000000,1.000000,0.873364
0.218354,1.000000,1.000000,1.000000,0.873447
0.218375,1.000000,1.000000,1.000000,0.873531
0.218396,1.000000,1.000000,1.000000,0.873614
0.218417,1.000000,1.000000,1.000000,0.873697
0.218437,1.000000,1.000000,1.000000,0.873781
0.218458,1.000000,1.000000,1.000000,0.873864
0.218479,1.000000,1.000000,1.000000,0.873947
0.218500,1.000000,1.000000,1.000000,0.874031
0.218521,1.000000,1.000000,1.000000,0.874114
0.218542,1.000000,1.000000,1.000000,0.874197
0.218562,1.000000,1.000000,1.000000,0.874281
0.218583,1.000000,1.000000,1.000000,0.874364
0.218604,1.000000,1.000000,1.000000,0.874447
0.218625,1.000000,1.000000,1.000000,0.874530
0.218646,1.000000,1.000000,1.000000,0.874614
0.218667,1.000000,1.000000,1.000000,0.874697
0.218688,1.000000,1.000000,1.000000,0.874780
0.218708,1.000000,1.000000,1.000000,0.874864
0.218729,1.000000,1.000000,1.000000,0.874947
0.218750,1.000000,1.000000,1.000000,0.875030
0.218771,1.000000,1.000000,1.000000,0.875114
0.218792,1.000000,1.000000,1.000000,0.875197
0.218812,1.000000,1.000000,1.000000,0.875280
0.218833,1.000000,1.000000,1.000000,0.875364
0.218854,1.000000,1.000000,1.000000,0.875447
0.218875,1.000000,1.000000,1.000000,0.875530
0.218896,1.000000,1.000000,1.000000,0.875614
0.218917,1.000000,1.000000,1.000000,0.875697
0.218938,1.000000,1.000000,1.000000,0.875780
0.218958,1.000000,1.000000,1.000000,0.875864
0.218979,1.000000,1.000000,1.000000,0.875947
0.219000,1.000000,1.000000,1.000000,0.876030
0.219021,1.000000,1.000000,1.000000,0.876114
0.219042,1.000000,1.000000,1.000000,0.876197
0.219063,1.000000,1.000000,1.000000,0.876280
0.219083,1.000000,1.000000,1.000000,0.876364
0.219104,1.000000,1.000000,1.000000,0.876447
0.219125,1.000000,1.000000,1.000000,0.876530
0.219146,1.000000,1.000000,1.000000,0.876614
0.219167,1.000000,1.000000,1.000000,0.876697
0.219187,1.000000,1.000000,1.000000,0.876780
0.219208,1.000000,1.000000,1.000000,0.876864
0.219229,1.000000,1.000000,1.000000,0.876947
0.219250,1.000000,1.000000,1.000000,0.877030
0.219271,1.000000,1.000000,1.000000,0.877114
0.219292,1.000000,1.000000,1.000000,0.877197
0.219313,1.000000,1.000000,1.000000,0.877280
0.219333,1.000000,1.000000,1.000000,0.877364
0.219354,1.000000,1.000000,1.000000,0.877447
0.219375,1.000000,1.000000,1.000000,0.877530
0.219396,1.000000,1.000000,1.000000,0.877614
0.219417,1.000000,1.000000,1.000000,0.877697
0.219437,1.000000,1.000000,1.000000,0.877780
0.219458,1.000000,1.000000,1.000000,0.877864
0.219479,1.000000,1.000000,1.000000,0.877947
0.219500,1.000000,1.000000,1.000000,0.878030
0.219521,1.000000,1.000000,1.000000,0.878114
0.219542,1.000000,1.000000,1.000000,0.878197
0.219563,1.000000,1.000000,1.000000,0.878280
0.219583,1.000000,1.000000,1.000000,0.878364
0.219604,1.000000,1.000000,1.000000,0.878447
0.219625,1.000000,1.000000,1.000000,0.878530
0.219646,1.000000,1.000000,1.000000,0.878614
0.219667,1.000000,1.000000,1.000000,0.878697
0.219688,1.000000,1.000000,1.000000,0.878780
0.219708,1.000000,1.000000,1.000000,0.878864
0.219729,1.000000,1.000000,1.000000,0.878947
0.219750,1.000000,1.000000,1.000000,0.879030
0.219771,1.000000,1.000000,1.000000,0.879113
0.219792,1.000000,1.000000,1.000000,0.879197
0.219812,1.000000,1.000000,1.000000,0.879280
0.219833,1.000000,1.000000,1.000000,0.879363
0.219854,1.000000,1.000000,1.000000,0.879447
0.219875,1.000000,1.000000,1.000000,0.879530
0.219896,1.000000,1.000000,1.000000,0.879613
0.219917,1.000000,1.000000,1.000000,0.879697
0.219938,1.000000,1.000000,1.000000,0.879780
0.219958,1.000000,1.000000,1.000000,0.879863
0.219979,1.000000,1.000000,1.000000,0.879947
0.220000,1.000000,1.000000,1.000000,0.880030
0.220021,1.000000,1.000000,1.000000,0.880113
0.220042,1.000000,1.000000,1.000000,0.880197
0.220062,1.000000,1.000000,1.000000,0.880280
0.220083,1.000000,1.000000,1.000000,0.880363
0.220104,1.000000,1.000000,1.000000,0.880447
0.220125,1.000000,1.000000,1.000000,0.880530
0.220146,1.000000,1.000000,1.000000,0.880613
0.220167,1.000000,1.000000,1.000000,0.880697
0.220188,1.000000,1.000000,1.000000,0.880780
0.220208,1.000000,1.000000,1.000000,0.880863
0.220229,1.000000,1.000000,1.000000,0.880947
0.220250,1.000000,1.000000,1.000000,0.881030
0.220271,1.000000,1.000000,1.000000,0.881113
0.220292,1.000000,1.000000,1.000000,0.881197
0.220313,1.000000,1.000000,1.000000,0.881280
0.220333,1.000000,1.000000,1.000000,0.881363
0.220354,1.000000,1.000000,1.000000,0.881447
0.220375,1.000000,1.000000,1.000000,0.881530
0.220396,1.000000,1.000000,1.000000,0.881613
0.220417,1.000000,1.000000,1.000000,0.881697
0.220437,1.000000,1.000000,1.000000,0.881780
0.220458,1.000000,1.000000,1.000000,0.881863
0.220479,1.000000,1.000000,1.000000,0.881947
0.220500,1.000000,1.000000,1.000000,0.882030
0.220521,1.000000,1.000000,1.000000,0.882113
0.220542,1.000000,1.000000,1.000000,0.882197
0.220563,1.000000,1.000000,1.000000,0.882280
0.220583,1.000000,1.000000,1.000000,0.882363
0.220604,1.000000,1.000000,1.000000,0.882447
0.220625,1.000000,1.000000,1.000000,0.882530
0.220646,1.000000,1.000000,1.000000,0.882613
0.220667,1.000000,1.000000,1.000000,0.882697
0.220687,1.000000,1.000000,1.000000,0.882780
0.220708,1.000000,1.000000,1.000000,0.882863
0.220729,1.000000,1.000000,1.000000,0.882947
0.220750,1.000000,1.000000,1.000000,0.883030
0.220771,1.000000,1.000000,1.000000,0.883113
0.220792,1.000000,1.000000,1.000000,0.883197
0.220812,1.000000,1.000000,1.000000,0.883280
0.220833,1.000000,1.000000,1.000000,0.883363
0.220854,1.000000,1.000000,1.000000,0.883447
0.220875,1.000000,1.000000,1.000000,0.883530
0.220896,1.000000,1.000000,1.000000,0.883613
0.220917,1.000000,1.000000,1.000000,0.883696
0.220938,1.000000,1.000000,1.000000,0.883780
0.220958,1.000000,1.000000,1.000000,0.883863
0.220979,1.000000,1.000000,1.000000,0.883946
0.221000,1.000000,1.000000,1.000000,0.884030
0.221021,1.000000,1.000000,1.000000,0.884113
0.221042,1.000000,1.000000,1.000000,0.884196
0.221062,1.000000,1.000000,1.000000,0.884280
0.221083,1.000000,1.000000,1.000000,0.884363
0.221104,1.000000,1.000000,1.000000,0.884446
0.221125,1.000000,1.000000,1.000000,0.884530
0.221146,1.000000,1.000000,1.000000,0.884613
0.221167,1.000000,1.000000,1.000000,0.884696
0.221188,1.000000,1.000000,1.000000,0.884780
0.221208,1.000000,1.000000,1.000000,0.884863
0.221229,1.000000,1.000000,1.000000,0.884946
0.221250,1.000000,1.000000,1.000000,0.885030
0.221271,1.000000,1.000000,1.000000,0.885113
0.221292,1.000000,1.000000,1.000000,0.885196
0.221312,1.000000,1.000000,1.000000,0.885280
0.221333,1.000000,1.000000,1.000000,0.885363
0.221354,1.000000,1.000000,1.000000,0.885446
0.221375,1.000000,1.000000,1.000000,0.885530
0.221396,1.000000,1.000000,1.000000,0.885613
0.221417,1.000000,1.000000,1.000000,0.885696
0.221437,1.000000,1.000000,1.000000,0.885780
0.221458,1.000000,1.000000,1.000000,0.885863
0.221479,1.000000,1.000000,1.000000,0.885946
0.221500,1.000000,1.000000,1.000000,0.886030
0.221521,1.000000,1.000000,1.000000,0.886113
0.221542,1.000000,1.000000,1.000000,0.886196
0.221563,1.000000,1.000000,1.000000,0.886280
0.221583,1.000000,1.000000,1.000000,0.886363
0.221604,1.000000,1.000000,1.000000,0.886446
0.221625,1.000000,1.000000,1.000000,0.886530
0.221646,1.000000,1.000000,1.000000,0.886613
0.221667,1.000000,1.000000,1.000000,0.886696
0.221687,1.000000,1.000000,1.000000,0.886780
0.221708,1.000000,1.000000,1.000000,0.886863
0.221729,1.000000,1.000000,1.000000,0.886946
0.221750,1.000000,1.000000,1.000000,0.887030
0.221771,1.000000,1.000000,1.000000,0.887113
0.221792,1.000000,1.000000,1.000000,0.887196
0.221813,1.000000,1.000000,1.000000,0.887280
0.221833,1.000000,1.000000,1.000000,0.887363
0.221854,1.000000,1.000000,1.000000,0.887446
0.221875,1.000000,1.000000,1.000000,0.887530
0.221896,1.000000,1.000000,1.000000,0.887613
0.221917,1.000000,1.000000,1.000000,0.887696
0.221938,1.000000,1.000000,1.000000,0.887780
0.221958,1.000000,1.000000,1.000000,0.887863
0.221979,1.000000,1.000000,1.000000,0.887946
0.222000,1.000000,1.000000,1.000000,0.888030
0.222021,1.000000,1.000000,1.000000,0.888113
0.222042,1.000000,1.000000,1.000000,0.888196
0.222062,1.000000,1.000000,1.000000,0.888279
0.222083,1.000000,1.000000,1.000000,0.888363
0.222104,1.000000,1.000000,1.000000,0.888446
0.222125,1.000000,1.000000,1.000000,0.888529
0.222146,1.000000,1.000000,1.000000,0.888613
0.222167,1.000000,1.000000,1.000000,0.888696
0.222188,1.000000,1.000000,1.000000,0.888779
0.222208,1.000000,1.000000,1.000000,0.888863
0.222229,1.000000,1.000000,1.000000,0.888946
0.222250,1.000000,1.000000,1.000000,0.889029
0.222271,1.000000,1.000000,1.000000,0.889113
0.222292,1.000000,1.000000,1.000000,0.889196
0.222312,1.000000,1.000000,1.000000,0.889279
0.222333,1.000000,1.000000,1.000000,0.889363
0.222354,1.000000,1.000000,1.000000,0.889446
0.222375,1.000000,1.000000,1.000000,0.889529
0.222396,1.000000,1.000000,1.000000,0.889613
0.222417,1.000000,1.000000,1.000000,0.889696
0.222438,1.000000,1.000000,1.000000,0.889779
0.222458,1.000000,1.000000,1.000000,0.889863
0.222479,1.000000,1.000000,1.000000,0.889946
0.222500,1.000000,1.000000,1.000000,0.890029
0.222521,1.000000,1.000000,1.000000,0.890113
0.222542,1.000000,1.000000,1.000000,0.890196
0.222563,1.000000,1.000000,1.000000,0.890279
0.222583,1.000000,1.000000,1.000000,0.890363
0.222604,1.000000,1.000000,1.000000,0.890446
0.222625,1.000000,1.000000,1.000000,0.890529
0.222646,1.000000,1.000000,1.000000,0.890613
0.222667,1.000000,1.000000,1.000000,0.890696
0.222687,1.000000,1.000000,1.000000,0.890779
0.222708,1.000000,1.000000,1.000000,0.890863
0.222729,1.000000,1.000000,1.000000,0.890946
0.222750,1.000000,1.000000,1.000000,0.891029
0.222771,1.000000,1.000000,1.000000,0.891113
0.222792,1.000000,1.000000,1.000000,0.891196
0.222813,1.000000,1.000000,1.000000,0.891279
0.222833,1.000000,1.000000,1.000000,0.891363
0.222854,1.000000,1.000000,1.000000,0.891446
0.222875,1.000000,1.000000,1.000000,0.891529
0.222896,1.000000,1.000000,1.000000,0.891613
0.222917,1.000000,1.000000,1.000000,0.891696
0.222937,1.000000,1.000000,1.000000,0.891779
0.222958,1.000000,1.000000,1.000000,0.891863
0.222979,1.000000,1.000000,1.000000,0.891946
0.223000,1.000000,1.000000,1.000000,0.892029
0.223021,1.000000,1.000000,1.000000,0.892113
0.223042,1.000000,1.000000,1.000000,0.892196
0.223063,1.000000,1.000000,1.000000,0.892279
0.223083,1.000000,1.000000,1.000000,0.892363
0.223104,1.000000,1.000000,1.000000,0.892446
0.223125,1.000000,1.000000,1.000000,0.892529
0.223146,1.000000,1.000000,1.000000,0.892613
0.223167,1.000000,1.000000,1.000000,0.892696
0.223188,1.000000,1.000000,1.000000,0.892779
0.223208,1.000000,1.000000,1.000000,0.892862
0.223229,1.000000,1.000000,1.000000,0.892946
0.223250,1.000000,1.000000,1.000000,0.893029
0.223271,1.000000,1.000000,1.000000,0.893112
0.223292,1.000000,1.000000,1.000000,0.893196
